@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute class {1 2 3 4 5 6 }
@data
0.005527,0.001360,0.005361,0.002140,0.010341,0.002094,0.005068,0.002590,773.000000,0.891254,0.946144,0.715741,1.000000,115.254834,0.718733,47.105107,21.362422,7.038913,0.320445,1.081081,0.561581,0.838054,0.781930,3.146515,3.499159,1.441920,1.828946,0.801070,0.972934,-0.176478,0.570018,0.048212,0.062631,0.045384,1.318634,0.745428,2.492350,0.608677,8.172119,9.004514,2.481851,3.309287,0.558290,1.088040,-0.230513,0.762226,0.143718,0.147141,0.691632,0.424971,0.535420,0.456137,0.919043,2.421272,1.404495,0.739623,0.905183,0.384134,0.520347,-0.257603,0.485481,0.039500,0.051919,0.313211,1.216134,0.522552,0.747695,0.759736,3.143075,3.349393,1.444416,1.844622,0.869165,1.031608,-0.145541,0.532479,0.098300,0.073257,0.672075,0.476054,0.483667,0.450737,0.906206,2.426495,1.367304,0.765496,0.945825,0.422198,0.576057,-0.196672,0.434628,0.018237,0.019840,4
0.008451,0.004159,0.005379,0.002946,0.011823,0.002137,0.005321,0.003079,614.000000,0.798213,0.968454,0.664502,1.000000,95.154329,0.834527,36.377924,21.913183,-58.037625,0.201124,1.551456,0.484650,1.375338,0.717205,3.792233,4.413144,1.780602,2.338173,1.038077,1.158684,-0.195837,0.640200,0.361754,0.329670,0.046357,3.066019,0.391683,2.566553,0.494468,10.246602,7.012974,2.300431,3.402938,1.276139,1.456955,-0.095632,0.538312,0.021391,0.137336,0.730078,0.490577,0.376573,0.374046,0.924970,2.348372,1.081949,0.652047,0.802356,0.451304,0.497742,-0.213535,0.420463,0.106778,0.041218,0.153531,2.251111,0.284088,1.379773,0.661413,3.917778,3.951017,1.829037,2.511494,1.425032,1.303500,-0.121665,0.539365,0.928567,0.590916,0.708860,0.560131,0.315438,0.388366,0.915599,2.363175,1.075206,0.685930,0.850191,0.509369,0.544181,-0.165657,0.380090,0.235116,0.192652,3
0.006085,0.001550,0.004725,0.001204,0.027894,0.022078,0.010778,0.016102,1546.000000,0.437370,0.965646,0.715079,1.000000,151.195959,0.838712,47.382776,42.610453,44.053758,0.109241,0.930299,0.750778,1.880593,0.746113,4.918919,6.532544,2.119480,2.697866,0.596764,1.006005,-0.285944,0.770545,0.026197,0.007887,0.191308,1.210526,0.858645,4.281875,0.704351,5.307255,15.916974,2.116110,2.675115,0.728657,1.105557,-0.356148,0.828401,0.438876,0.099469,0.594269,0.273031,0.865337,1.013756,0.920623,2.869377,3.781995,1.023456,1.196207,0.241500,0.495404,-0.511878,0.748905,0.012834,0.033261,0.083518,1.734802,0.540199,1.926292,0.653367,5.060030,5.796548,2.138199,2.938671,0.993581,1.238449,-0.152454,0.620236,0.133755,0.041893,0.557767,0.508661,0.756486,1.044419,0.890619,2.901977,3.669014,1.091560,1.337338,0.438258,0.635832,-0.378971,0.681834,0.028115,0.030355,2
0.004365,0.000194,0.004143,0.000134,0.017785,0.011504,0.005058,0.005653,395.000000,0.232430,0.949519,0.817805,1.000000,76.284271,0.831045,23.052900,22.421554,-83.629026,0.043058,2.343558,0.497454,2.380528,0.518946,7.895706,6.958448,2.327346,3.386584,0.927020,1.321463,-0.121075,0.595506,0.008374,0.005221,0.071361,4.932515,0.278362,3.372201,0.523346,5.435583,8.724378,2.275507,3.317829,2.598931,1.653449,-0.096337,0.536890,0.730304,0.558242,0.137535,1.069191,0.401739,0.894294,0.653537,6.035685,2.505128,1.686770,2.433625,0.498592,1.028090,-0.085649,0.442463,0.003110,0.001842,0.035373,4.038869,0.166240,2.481589,0.414430,8.045936,5.591529,2.235752,3.547716,1.408283,1.530984,-0.051390,0.414076,0.032506,0.018758,0.135433,1.202095,0.338078,0.910032,0.648837,6.053496,2.429915,1.698269,2.478626,0.586938,1.083951,-0.060325,0.378148,0.006149,0.004686,1
0.004491,0.000363,0.004241,0.000238,0.019966,0.016083,0.007516,0.010080,936.000000,0.842026,0.894837,0.619048,1.000000,131.740115,0.667546,48.929691,26.394459,-33.407915,0.065196,1.664649,0.722688,3.029255,0.599409,6.533898,10.338439,2.347531,3.188205,0.775213,1.215319,-0.215518,0.734742,0.015520,0.016262,0.315775,1.031477,0.790316,2.457898,0.789774,3.677966,8.806706,1.619711,1.974832,0.760472,0.961032,-0.329874,0.736613,0.283779,0.133398,0.234999,0.707531,0.706569,1.206584,0.747560,4.813610,4.113620,1.635670,2.125699,0.417652,0.906530,-0.197487,0.611115,0.001647,0.003789,0.051597,2.946950,0.522515,3.096062,0.515351,6.748011,9.390082,2.358573,3.396205,1.298757,1.446413,-0.127297,0.610319,0.086809,0.033790,0.227614,0.960646,0.612261,1.239945,0.722417,4.835027,3.991288,1.646013,2.198289,0.574609,1.011241,-0.151725,0.551648,0.016091,0.005615,1
0.004593,0.000371,0.004263,0.000258,0.026193,0.019716,0.008716,0.012732,687.000000,0.459143,0.888745,0.594291,1.000000,111.497475,0.682152,32.086116,28.504096,-63.623811,0.042723,1.904600,0.717296,3.346105,0.556239,7.505963,11.568533,2.490413,3.447034,0.796189,1.234296,-0.193553,0.724016,0.019907,0.010472,0.164516,1.383305,0.745946,2.722468,0.681010,4.436116,9.506566,2.030097,2.615938,0.806016,1.159924,-0.259472,0.735915,0.995622,0.246934,0.199309,0.751860,0.732453,1.405662,0.734051,5.165319,4.867849,1.726737,2.248236,0.429122,0.919671,-0.198740,0.626375,0.004838,0.003139,0.032178,3.421456,0.509522,3.511692,0.476862,7.793103,10.528075,2.500351,3.676017,1.400919,1.497514,-0.099079,0.564210,0.034865,0.044037,0.190316,1.015567,0.649729,1.449072,0.706727,5.198308,4.780302,1.742828,2.340017,0.585000,1.029469,-0.146884,0.558667,0.006171,0.005549,1
0.004248,0.000112,0.004223,0.000118,0.012166,0.002866,0.005662,0.003542,1226.000000,0.583385,0.942352,0.695406,1.000000,141.296465,0.760873,44.384705,36.049070,36.160256,0.069981,2.114650,0.098153,1.140910,0.539333,10.383985,2.571390,1.884312,2.964979,0.866113,1.288678,-0.015454,0.213310,0.006190,0.009214,0.045305,1.974522,0.635785,2.667352,0.545009,9.086442,8.863319,2.460787,3.378951,0.798117,1.247276,-0.177377,0.694707,0.266162,0.128585,0.171038,0.942818,0.118134,0.534347,0.684999,6.591802,1.195413,1.484790,2.157287,0.478561,0.990855,-0.009600,0.143530,0.002809,0.002045,0.070246,2.167812,0.078905,1.134654,0.537939,10.377821,2.527516,1.875927,2.965251,0.900806,1.300239,-0.015509,0.213900,0.008713,0.007893,0.171514,0.971768,0.094097,0.534937,0.683359,6.609908,1.173645,1.477487,2.160981,0.497402,1.001839,-0.008357,0.134160,0.002136,0.002963,1
0.004353,0.000252,0.004284,0.000213,0.013567,0.003032,0.006133,0.004148,1034.000000,0.811260,0.908612,0.652778,1.000000,135.396970,0.698427,49.301644,28.825953,55.068240,0.282989,0.597098,0.442521,0.397250,0.783971,2.925223,1.468739,1.316890,1.668108,0.386688,0.840884,-0.104906,0.425621,0.011785,0.010189,0.044269,2.431920,0.524325,2.725128,0.549710,10.251116,7.761718,2.418243,3.420513,1.133439,1.353333,-0.141568,0.639225,0.111317,0.081128,0.244035,0.545395,0.384577,0.441693,0.768721,3.651426,1.225982,1.395651,1.762238,0.318667,0.787484,-0.099871,0.411913,0.005048,0.006105,0.276599,0.786865,0.281435,0.340582,0.761496,2.905824,1.279855,1.295461,1.675363,0.509513,0.930176,-0.055488,0.322522,0.031314,0.018100,0.244203,0.590034,0.331131,0.432797,0.764598,3.659570,1.170857,1.390375,1.777330,0.350012,0.818735,-0.075559,0.362673,0.004697,0.003514,1
0.004787,0.000333,0.004314,0.000278,0.026969,0.013715,0.007519,0.009991,487.000000,0.341647,0.989837,0.811667,1.000000,79.355339,0.947784,25.715207,24.167883,-54.052904,0.036231,2.220874,0.650889,3.328088,0.540185,8.526699,10.001714,2.485079,3.490435,0.936063,1.313411,-0.181991,0.713171,0.026246,0.015282,0.077953,2.917476,0.459081,2.651829,0.584540,6.422330,7.865327,2.308313,3.030271,1.616104,1.435839,-0.263315,0.775505,0.699562,0.103449,0.162893,0.837977,0.759269,1.735239,0.709245,5.042312,6.104505,1.910874,2.486527,0.448588,0.956805,-0.227261,0.688926,0.006172,0.006862,0.032035,3.842541,0.412976,3.467324,0.418058,8.770718,8.265109,2.415852,3.601754,1.337055,1.496328,-0.099853,0.569011,0.071941,0.038079,0.156472,1.151789,0.679280,1.780284,0.681470,5.084568,5.993571,1.923324,2.585323,0.630909,1.084054,-0.173322,0.625869,0.014295,0.004414,1
0.004294,0.000129,0.004203,0.000121,0.012493,0.003818,0.004760,0.003087,213.000000,0.363529,0.977064,0.737024,1.000000,53.455844,0.902611,17.243939,16.064158,57.602478,0.051212,3.179012,0.255035,1.788599,0.478528,7.166667,5.175926,2.158706,3.272401,1.284141,1.440131,-0.104293,0.557468,0.004072,0.007856,0.035132,3.833333,0.546734,4.566263,0.431414,8.722222,12.200617,2.559815,3.491076,1.394338,1.511885,-0.241521,0.789130,0.129870,0.088322,0.168256,0.847159,0.192528,0.477606,0.693351,5.283523,1.245183,1.481832,2.099431,0.422440,0.940018,-0.034002,0.267944,0.003203,0.004965,0.047929,4.253846,0.030741,1.508639,0.414824,7.130769,4.082899,2.072881,3.245345,1.518639,1.565395,-0.095569,0.541588,0.018020,0.014488,0.170037,0.897996,0.116688,0.434060,0.683155,5.270795,1.121570,1.443402,2.078580,0.439683,0.957057,-0.017434,0.193710,0.001781,0.003869,1
0.004230,0.000108,0.004200,0.000109,0.012688,0.003625,0.005080,0.003298,572.000000,0.642338,0.948590,0.730524,1.000000,91.840620,0.833930,31.074761,23.816356,-48.814880,0.047576,3.600414,0.027033,1.813596,0.448774,8.610766,3.798807,2.059336,3.379146,1.372101,1.497062,-0.027217,0.298957,0.003109,0.010565,0.034297,2.660455,0.669530,3.862540,0.528939,9.778468,13.385706,2.600843,3.594075,1.183451,1.402674,-0.198635,0.741146,0.054738,0.137437,0.054335,2.588765,0.140678,1.508265,0.511538,8.954037,3.436360,2.028024,3.220596,1.059524,1.376307,-0.010692,0.184491,0.001789,0.001594,0.047647,3.141860,0.166233,1.856441,0.488121,8.620930,4.384213,2.144632,3.383592,1.290995,1.464696,-0.030099,0.313451,0.008138,0.010059,0.053898,2.559061,0.154259,1.518459,0.509365,8.981070,3.492575,2.038861,3.225684,1.032633,1.367040,-0.010464,0.182747,0.001469,0.004602,1
0.004270,0.000110,0.004204,0.000107,0.012695,0.003537,0.005096,0.003383,370.000000,0.513872,0.961039,0.770833,1.000000,71.941125,0.873910,23.580874,20.229245,19.935881,0.043958,3.415584,0.117952,2.041017,0.461480,7.500000,4.191558,2.119787,3.355813,1.318730,1.481251,-0.041589,0.369254,0.004968,0.004144,0.043494,2.620130,0.638735,3.163350,0.534103,9.392857,11.537222,2.504601,3.436857,1.184801,1.391879,-0.196379,0.728585,0.081811,0.083970,0.070939,2.079951,0.116965,1.215023,0.550956,7.864854,2.628245,1.892267,2.972265,0.888983,1.293895,-0.012183,0.190113,0.003137,0.000230,0.046557,3.262963,0.185658,2.080988,0.470459,7.492593,4.427723,2.134265,3.319511,1.271728,1.472655,-0.058915,0.434141,0.001343,0.008296,0.072388,1.999143,0.142795,1.218274,0.553497,7.853470,2.658049,1.896492,2.954909,0.844485,1.271920,-0.016117,0.218103,0.001519,0.000828,1
0.004707,0.000181,0.004236,0.000186,0.029024,0.017421,0.005508,0.008024,234.000000,0.538893,0.966942,0.724458,1.000000,55.698485,0.914709,18.900379,15.921194,-66.232204,0.061419,2.016854,0.379826,1.525439,0.569762,8.578652,4.423589,2.129167,3.087074,0.913174,1.271402,-0.113249,0.560070,0.000727,0.003395,0.030362,5.960674,0.336769,4.435330,0.336379,7.668539,12.008111,2.504201,3.675340,1.801824,1.669129,-0.157078,0.682440,0.760838,0.699879,0.149760,0.930542,0.593113,1.146382,0.678986,5.385589,3.642947,1.715143,2.367826,0.454841,0.974919,-0.150456,0.565492,0.001551,0.001004,0.058123,2.767606,0.135846,1.555842,0.495032,8.626761,3.557875,2.034709,3.056839,1.106774,1.386083,-0.116733,0.561753,0.007472,0.026731,0.145291,1.122670,0.521943,1.180613,0.672408,5.415452,3.573248,1.741297,2.441208,0.588399,1.058548,-0.112382,0.502690,0.008176,0.005130,1
0.004435,0.000250,0.004181,0.000163,0.018650,0.015318,0.005581,0.007486,533.000000,0.746809,0.967332,0.680715,1.000000,88.083261,0.844005,32.141340,21.375217,53.184317,0.065213,1.661435,0.547287,1.813590,0.603891,6.486547,5.675828,2.208449,3.096089,0.787252,1.220479,-0.132055,0.595864,0.011774,0.027974,0.208550,2.508969,0.534867,2.690427,0.669304,4.154709,8.278756,1.896652,2.495793,1.634786,1.330481,-0.219841,0.679463,1.109989,0.328463,0.218581,0.698376,0.494549,0.690645,0.734848,4.814901,2.064733,1.510703,2.028671,0.386863,0.890775,-0.113548,0.465771,0.001953,0.005598,0.051962,2.889460,0.261801,1.898957,0.482515,6.663239,4.927723,2.182394,3.249977,1.129916,1.392724,-0.081766,0.492240,0.083634,0.057733,0.215656,0.820327,0.418404,0.705642,0.724333,4.830518,2.000238,1.519005,2.073911,0.466224,0.951965,-0.086444,0.413567,0.007974,0.010767,1
0.004528,0.000247,0.004158,0.000189,0.014863,0.008469,0.004921,0.004614,475.000000,0.601063,0.953815,0.676638,1.000000,82.669048,0.852656,27.722177,22.155618,-45.509859,0.057173,1.861461,0.451107,1.859627,0.546496,8.355164,4.667310,2.168873,3.119778,0.726189,1.203343,-0.095548,0.529090,0.008478,0.014760,0.102754,2.654912,0.394922,2.170269,0.577157,4.418136,6.117354,2.041216,2.836719,1.392827,1.397753,-0.115196,0.542840,0.726007,0.941472,0.202141,0.751282,0.604503,0.949737,0.727943,5.070256,3.047885,1.608244,2.159022,0.416664,0.920842,-0.167271,0.570773,0.003432,0.003187,0.054606,2.518732,0.281340,1.922115,0.509985,8.443804,4.120041,2.120243,3.191197,1.011569,1.341236,-0.051176,0.403379,0.013304,0.037877,0.191818,0.879393,0.547126,0.971421,0.710087,5.093983,3.004213,1.647264,2.225090,0.483593,0.973032,-0.126661,0.509933,0.009787,0.014920,1
0.004271,0.000164,0.004160,0.000137,0.022872,0.019744,0.007177,0.010439,585.000000,0.875414,0.792683,0.570732,1.000000,122.325902,0.483345,43.791729,21.167811,10.835267,0.051461,2.285421,0.471562,2.196257,0.535409,8.293634,6.166346,2.247621,3.297435,0.967875,1.317663,-0.090461,0.522449,0.009188,0.010493,0.124245,3.872690,0.462106,3.621628,0.567661,4.714579,10.524284,2.119642,2.922569,2.167172,1.542085,-0.106055,0.530144,0.518483,0.577762,0.078554,1.668078,0.419761,1.417082,0.593294,6.615298,4.079213,2.018420,2.967898,0.759050,1.209027,-0.064453,0.424267,0.004545,0.018748,0.052783,2.693735,0.399350,2.295261,0.503857,8.225058,5.659326,2.203309,3.267054,1.094772,1.388849,-0.079264,0.495948,0.012607,0.014450,0.076118,1.835903,0.360738,1.399974,0.568669,6.623218,3.900805,2.006131,2.985837,0.794162,1.232873,-0.050129,0.378529,0.003245,0.034872,1
0.004651,0.000234,0.004360,0.000338,0.012152,0.003308,0.005109,0.003258,652.000000,0.432765,0.964497,0.701075,1.000000,95.154329,0.886176,30.498090,27.494238,-29.566720,0.064905,1.758437,0.451479,1.501920,0.575405,7.538188,4.642858,2.134974,3.063422,0.761986,1.211992,-0.092951,0.513068,0.032193,0.012994,0.033779,2.264654,0.657142,3.251428,0.494316,9.017762,10.941070,2.556338,3.520875,0.775647,1.255313,-0.209398,0.749689,0.144595,0.080487,0.125450,0.786109,0.711525,1.362093,0.719698,4.604422,4.663994,1.975333,2.495956,0.429447,0.912883,-0.254424,0.719029,0.006262,0.005104,0.064954,1.998020,0.334792,1.386233,0.562954,7.495050,4.000471,2.082105,3.040235,0.884055,1.276862,-0.067859,0.444547,0.034918,0.027977,0.114539,0.964829,0.652738,1.387926,0.685383,4.644051,4.591933,1.979159,2.589443,0.497026,0.983265,-0.204544,0.667863,0.008869,0.007103,1
0.004466,0.000330,0.004202,0.000233,0.022819,0.014101,0.005556,0.007067,300.000000,0.369792,0.980392,0.789474,1.000000,61.698485,0.958997,20.307588,18.868073,69.464120,0.043021,1.820833,0.792107,4.547066,0.572819,8.329167,15.629149,2.545033,3.415102,0.795677,1.233111,-0.281552,0.822274,0.009944,0.015211,0.036701,4.166667,0.600218,5.115816,0.401667,7.141667,16.663264,2.595476,3.608278,1.361042,1.518530,-0.183619,0.720427,0.182754,0.202624,0.143909,0.994324,0.708937,1.712406,0.673593,5.684140,5.837461,1.817682,2.482534,0.491385,1.003132,-0.188423,0.636290,0.002374,0.002805,0.042500,2.040000,0.754439,4.260400,0.565882,8.290000,14.555900,2.555060,3.429906,0.916400,1.294120,-0.268023,0.809097,0.014454,0.044243,0.138387,1.302131,0.628189,1.762262,0.664457,5.717779,5.700302,1.859442,2.567972,0.705195,1.110695,-0.137677,0.564155,0.003077,0.005735,1
0.004411,0.000272,0.004268,0.000223,0.017489,0.012958,0.005061,0.005889,422.000000,0.844643,0.881002,0.578875,1.000000,87.840620,0.671892,33.091409,17.714810,-45.034353,0.058075,2.020528,0.648915,2.760829,0.566655,6.395894,9.464968,2.357617,3.268130,0.912170,1.269613,-0.179254,0.691525,0.021932,0.011715,0.098976,3.275660,0.635070,4.505964,0.532823,5.475073,14.671666,2.300569,3.040300,1.587946,1.504124,-0.224672,0.734313,0.371663,0.192726,0.224412,0.676516,0.629365,1.017163,0.746409,4.828324,2.867624,1.619039,2.108976,0.389857,0.888642,-0.166979,0.573972,0.003325,0.001043,0.045821,3.619377,0.394844,2.775087,0.475157,6.595156,8.289388,2.344796,3.445541,1.547371,1.506385,-0.104733,0.565596,0.072767,0.071140,0.219212,0.826984,0.539462,1.037337,0.725892,4.808995,2.594734,1.610786,2.134383,0.473934,0.961007,-0.120989,0.503159,0.005603,0.002673,1
0.004405,0.000140,0.004238,0.000136,0.012363,0.003490,0.005005,0.003219,624.000000,0.560084,0.914956,0.718894,1.000000,102.669048,0.729619,31.904382,26.430741,85.270550,0.048854,2.559322,0.309111,1.743908,0.500992,8.472693,4.678633,2.172417,3.296006,0.990931,1.357922,-0.055038,0.413914,0.014591,0.012047,0.034391,4.770245,0.488468,4.357716,0.444384,10.702448,13.813534,2.556467,3.676156,2.005008,1.626359,-0.119850,0.611752,0.076148,0.347299,0.077809,1.622512,0.363701,1.273358,0.581831,7.573095,3.477327,1.950498,2.912402,0.688642,1.183015,-0.069119,0.433895,0.003823,0.004580,0.050550,2.897655,0.238048,1.684417,0.506516,8.475480,4.326158,2.135064,3.278186,1.222589,1.430256,-0.049982,0.395500,0.007717,0.018481,0.076005,1.664453,0.354494,1.290933,0.580805,7.599953,3.492559,1.968359,2.938735,0.715019,1.195526,-0.059045,0.404763,0.002590,0.004938,1
0.004592,0.000273,0.004221,0.000199,0.028805,0.021091,0.005398,0.008437,223.000000,0.668227,0.969565,0.728758,1.000000,54.284271,0.916878,19.635885,14.608263,-47.918636,0.053535,2.307692,0.617500,2.306922,0.526140,7.029586,7.330486,2.352958,3.153535,0.935051,1.322509,-0.197020,0.708906,0.012458,0.003768,0.039179,5.639053,0.427488,4.891705,0.382159,6.692308,14.059172,2.490056,3.544987,2.031301,1.695225,-0.169947,0.694947,1.073255,1.683634,0.198689,0.774606,0.647410,1.096434,0.722933,5.088255,3.619180,1.654272,2.214876,0.425468,0.933628,-0.175351,0.589081,0.002806,0.003642,0.054715,4.029412,0.463514,1.797091,0.371866,7.058824,5.437716,2.202314,3.099319,1.119377,1.449910,-0.133972,0.607710,0.040612,0.013656,0.187500,0.963356,0.572903,1.126787,0.695155,5.116096,3.547823,1.678525,2.286347,0.516931,1.009991,-0.135826,0.532337,0.006948,0.005857,1
0.004790,0.000505,0.004229,0.000269,0.026682,0.015546,0.005335,0.007258,235.000000,0.626702,0.971074,0.727554,1.000000,55.698485,0.918618,19.699877,15.351304,-36.425015,0.032727,3.038043,0.623212,3.806209,0.460951,7.885870,12.025018,2.524391,3.574272,1.087163,1.399263,-0.170349,0.702910,0.016646,0.024567,0.030187,7.065217,0.344724,5.448015,0.387203,7.695652,14.494329,2.599845,3.733671,2.844872,1.773692,-0.111917,0.599288,0.497284,0.739977,0.333705,0.631630,0.688120,0.994358,0.783789,4.350259,3.415805,1.419793,1.804018,0.415038,0.861988,-0.182441,0.554039,0.004636,0.004990,0.030933,5.913333,0.279221,4.044622,0.337191,8.113333,9.500489,2.470824,3.591727,1.832933,1.667988,-0.129605,0.637047,0.093735,0.103705,0.319188,0.953136,0.541918,1.020554,0.757969,4.371207,3.205091,1.439930,1.877866,0.641029,0.983345,-0.123595,0.470992,0.001559,0.007146,1
0.004493,0.000327,0.004194,0.000189,0.028841,0.019960,0.005333,0.008076,209.000000,0.618103,0.972093,0.768382,1.000000,52.041631,0.933517,18.488769,14.533972,40.181578,0.053663,2.242236,0.715340,2.558698,0.540482,6.937888,9.735273,2.420424,3.180211,0.950272,1.285923,-0.247506,0.779561,0.020681,0.011216,0.039620,6.111801,0.409992,5.050345,0.324970,7.217391,14.592493,2.569464,3.512554,1.808109,1.663954,-0.220447,0.764435,0.853588,0.899430,0.199187,0.777332,0.597032,0.965788,0.718573,5.103644,3.080532,1.564716,2.092921,0.419575,0.920427,-0.131109,0.504551,0.004378,0.002258,0.054384,4.255814,0.537637,1.895800,0.464332,6.875969,7.457485,2.320780,3.140902,1.876089,1.575698,-0.178105,0.697861,0.043486,0.037002,0.192977,1.031392,0.479320,0.991240,0.698635,5.131148,2.930132,1.576739,2.162340,0.581505,1.012581,-0.089081,0.427653,0.003974,0.006680,1
0.004400,0.000208,0.004174,0.000136,0.023612,0.018947,0.005574,0.008275,350.000000,0.519394,0.977654,0.757576,1.000000,67.941125,0.925382,22.979862,19.637098,-35.940771,0.060229,2.376307,0.385061,1.873787,0.551232,6.578397,5.344899,2.161760,3.181012,1.086064,1.356693,-0.113336,0.566187,0.012094,0.008448,0.073074,3.456446,0.618043,4.533987,0.574225,5.700348,14.641916,2.367795,3.262461,1.917809,1.490703,-0.159502,0.657439,1.550990,2.274299,0.170654,0.831512,0.369353,0.659942,0.699309,5.199540,1.805497,1.520863,2.131291,0.422619,0.940810,-0.075506,0.392539,0.001310,0.001048,0.053095,3.620408,0.106602,1.934427,0.461054,6.746939,4.482899,2.099839,3.284659,1.473286,1.496426,-0.071941,0.471133,0.034876,0.056236,0.165560,0.932416,0.306301,0.672247,0.685456,5.209330,1.755822,1.540460,2.173415,0.472421,0.974653,-0.051316,0.328907,0.004832,0.009460,1
0.004315,0.000186,0.004240,0.000276,0.011804,0.002398,0.005555,0.003398,1012.000000,0.752733,0.952023,0.725968,1.000000,124.568542,0.806545,44.812193,29.501006,-51.657047,0.108329,1.604049,0.229705,1.017151,0.631704,5.039370,2.557505,1.831342,2.631286,0.846033,1.174286,-0.041189,0.324506,0.003932,0.016783,0.048908,2.445444,0.535694,2.668369,0.543573,10.647919,8.086388,2.416473,3.329566,1.108286,1.350988,-0.165534,0.672453,0.163530,0.150945,0.362129,0.412818,0.501221,0.412757,0.844238,2.713638,1.242339,1.124759,1.356242,0.305934,0.690648,-0.134724,0.422662,0.007817,0.007013,0.105565,1.877323,0.104921,0.980393,0.611710,5.057001,2.301584,1.776300,2.654538,0.983397,1.246567,-0.023791,0.251221,0.015092,0.006965,0.344898,0.554187,0.344389,0.420490,0.829118,2.730184,1.136111,1.137137,1.405200,0.415862,0.746115,-0.088745,0.351032,0.024203,0.018046,1
0.004178,0.000114,0.004120,0.000119,0.012657,0.002872,0.005426,0.003723,898.000000,0.888583,0.961456,0.575641,1.000000,122.367532,0.741454,50.301266,23.073954,-49.286975,0.053205,2.715938,0.158852,1.553043,0.498406,7.690231,3.725380,2.053443,3.243552,1.080301,1.383835,-0.024506,0.279212,0.004922,0.007567,0.050489,3.434447,0.428042,3.055301,0.529447,10.892031,8.571890,2.403752,3.422024,1.681716,1.488871,-0.128106,0.612247,0.088348,0.063824,0.126060,1.186294,0.253353,0.815284,0.643525,6.355068,1.989917,1.730755,2.515973,0.559777,1.076165,-0.028825,0.267411,0.002901,0.001766,0.052890,2.697708,0.140591,1.421370,0.503781,7.660458,3.539439,2.046974,3.215543,1.097374,1.390155,-0.020247,0.255056,0.015365,0.015889,0.126378,1.182070,0.253354,0.818001,0.649451,6.372667,1.981654,1.734227,2.511928,0.572742,1.078391,-0.028376,0.265496,0.003392,0.003478,1
0.008153,0.001305,0.005191,0.001795,0.029378,0.022994,0.007581,0.012404,436.000000,0.785836,0.971047,0.698718,1.000000,79.012193,0.855823,30.082861,18.604294,-53.322433,0.069910,1.594972,0.527413,1.724509,0.627515,7.611732,5.109024,2.157009,2.941648,0.820769,1.181015,-0.215127,0.715894,0.119018,0.034874,0.069177,5.198324,0.559847,5.818576,0.432062,6.639665,18.409265,2.501810,3.355306,2.071947,1.650350,-0.201650,0.730375,0.280036,0.345988,0.419467,0.536068,0.861670,1.937641,0.849468,3.687521,7.214494,1.431569,1.730071,0.420585,0.755453,-0.438779,0.788576,0.040563,0.050887,0.060831,2.352941,0.273748,1.582564,0.543054,7.522876,3.981503,2.073598,3.040302,1.059592,1.326276,-0.104656,0.535102,0.231129,0.159370,0.372325,1.023750,0.741720,1.981860,0.788967,3.749734,6.903691,1.517550,1.929733,0.752952,0.963281,-0.298973,0.701813,0.061646,0.055977,3
