@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute class {1 2 3 4 5 6 }
@data
0.004278,0.000177,0.004098,0.000135,0.018006,0.010197,0.005737,0.006305,474.000000,0.587662,0.949900,0.731481,1.000000,83.012193,0.843924,27.591832,22.324740,-77.213062,0.041755,2.483461,0.417719,2.142856,0.506790,8.284987,6.046009,2.299055,3.405748,0.979249,1.339903,-0.084386,0.509667,0.004756,0.007618,0.038505,4.501272,0.416562,3.863372,0.449834,6.409669,10.928863,2.469262,3.601283,1.874068,1.612262,-0.098303,0.557601,0.280158,0.417028,0.111992,1.275611,0.407985,1.075884,0.629973,6.392008,3.033771,1.818315,2.645856,0.589335,1.096128,-0.077822,0.439304,0.000726,0.000405,0.036329,3.967552,0.095894,2.165679,0.438509,8.433628,4.806067,2.185089,3.520686,1.514031,1.551610,-0.034729,0.342603,0.034102,0.031010,0.108202,1.466468,0.331847,1.093864,0.612941,6.413941,2.923136,1.825584,2.696960,0.679670,1.149708,-0.053090,0.370190,0.008070,0.008352,1
0.004107,0.000099,0.004083,0.000104,0.010967,0.002431,0.005236,0.002957,758.000000,0.807641,0.907784,0.738791,1.000000,115.982756,0.696042,42.320899,24.955562,12.660016,0.058780,2.951442,0.035555,1.483454,0.491171,9.525038,3.168948,1.985855,3.193993,1.204552,1.423193,-0.020996,0.257075,0.005376,0.007361,0.039797,2.579666,0.592996,3.079683,0.497242,9.596358,10.082900,2.492194,3.473928,0.985712,1.355045,-0.163722,0.680616,0.099112,0.054597,0.075046,2.059766,0.149697,1.215555,0.549104,7.909207,2.784992,1.913769,2.985280,0.871045,1.282509,-0.013108,0.196653,0.001942,0.001474,0.059733,3.137815,-0.034461,1.469145,0.485523,9.487395,2.928833,1.950184,3.188518,1.289129,1.455218,-0.019413,0.247557,0.002632,0.006086,0.074501,2.136364,0.125853,1.225282,0.545940,7.929848,2.751516,1.909525,2.997143,0.909892,1.299154,-0.011505,0.184704,0.004256,0.002445,1
0.004364,0.000264,0.004190,0.000183,0.011993,0.002552,0.005782,0.003515,1456.000000,0.853292,0.961056,0.666667,1.000000,152.610173,0.775410,60.348888,31.467885,64.952282,0.063521,1.361801,0.742526,2.557280,0.615976,6.484472,9.061871,2.315719,3.140570,0.611049,1.118138,-0.219806,0.737548,0.008524,0.001015,0.053379,2.257764,0.555057,2.558985,0.588758,10.296584,7.890299,2.395820,3.305065,1.165674,1.309934,-0.166564,0.672090,0.084997,0.048729,0.137474,0.870872,0.599391,1.082742,0.689184,5.541399,3.476647,1.784854,2.421048,0.431284,0.955895,-0.142653,0.557836,0.004600,0.002815,0.059803,1.780612,0.674273,2.455359,0.581450,6.544218,8.620494,2.313965,3.221797,0.797547,1.235112,-0.170868,0.678676,0.033754,0.011197,0.133099,1.026192,0.535755,1.098314,0.671243,5.566532,3.394159,1.786689,2.476415,0.510629,1.016373,-0.111629,0.504557,0.007478,0.005957,1
0.004126,0.000098,0.004086,0.000101,0.013100,0.003616,0.005181,0.003605,636.000000,0.697867,0.957831,0.662500,1.000000,97.154329,0.829560,34.071052,24.402623,43.063478,0.035791,4.391941,0.012826,2.232460,0.414605,9.432234,4.494492,2.153212,3.546285,1.589690,1.579385,-0.020604,0.267042,0.002691,0.006605,0.032692,2.424908,0.636262,3.334340,0.470287,9.201465,10.908130,2.535978,3.533263,0.771847,1.268246,-0.205327,0.745283,0.172814,0.104910,0.068881,2.087158,0.109398,1.166786,0.543298,8.677979,2.599183,1.895427,2.980716,0.865637,1.284489,-0.007363,0.147715,0.000791,0.002036,0.036402,4.331276,0.042138,2.283515,0.426021,9.372428,4.686400,2.172244,3.529035,1.668872,1.579291,-0.036146,0.349111,0.002283,0.007228,0.068358,2.175710,0.073551,1.166206,0.536484,8.683316,2.519133,1.879364,2.984448,0.895209,1.302724,-0.005945,0.132966,0.002476,0.004556,1
0.004107,0.000101,0.004072,0.000100,0.011668,0.002615,0.005255,0.003182,694.000000,0.754085,0.931544,0.658444,1.000000,103.740115,0.794956,37.473303,24.611611,-51.122780,0.039422,3.920608,0.025106,1.997121,0.418858,8.315878,4.111369,2.111495,3.466241,1.383260,1.520816,-0.026060,0.295850,0.002591,0.002446,0.043337,2.863176,0.521028,2.946674,0.503871,9.846284,9.089547,2.423710,3.462481,1.193318,1.428486,-0.130391,0.619590,0.047140,0.004914,0.052565,2.818230,0.072851,1.513196,0.490828,8.651919,3.261036,2.008632,3.239737,1.108493,1.403694,-0.005808,0.136804,0.002065,0.001563,0.040273,3.786260,0.044227,1.926006,0.444420,8.328244,4.121263,2.121021,3.457101,1.443724,1.525394,-0.023729,0.283168,0.003199,0.004037,0.053441,2.837552,0.065389,1.519148,0.504962,8.668985,3.234518,2.003934,3.234839,1.186738,1.421132,-0.007971,0.159901,0.001515,0.002140,1
0.004101,0.000102,0.004072,0.000099,0.011917,0.002917,0.005111,0.003164,699.000000,0.739275,0.972184,0.704637,1.000000,99.740115,0.865530,36.608112,24.652047,-46.699540,0.056167,3.132670,0.023146,1.599124,0.472487,9.341625,3.269694,2.000787,3.224668,1.215157,1.435333,-0.027649,0.294102,0.009124,0.012902,0.038330,2.271973,0.639227,3.103427,0.502936,9.638474,10.320377,2.498123,3.443376,0.822405,1.283166,-0.197111,0.727426,0.070335,0.029669,0.056702,2.643977,0.044187,1.381818,0.505021,9.374737,2.888344,1.947720,3.149017,1.066676,1.382583,-0.004740,0.121887,0.003380,0.004707,0.058951,2.862963,0.103409,1.598299,0.500917,9.340741,3.487599,2.033386,3.202289,1.182579,1.416994,-0.034532,0.326429,0.005702,0.007913,0.056487,2.620296,0.055887,1.382135,0.503786,9.386016,2.929894,1.955195,3.149937,1.045481,1.376666,-0.006061,0.137818,0.002164,0.002468,1
0.004112,0.000102,0.004061,0.000098,0.013299,0.004048,0.005287,0.003777,598.000000,0.298624,0.970779,0.736453,1.000000,91.254834,0.882943,28.643378,27.336409,32.894139,0.074369,2.461089,-0.038219,1.216021,0.532531,9.258755,2.277404,1.818536,2.952100,1.066485,1.347297,-0.029248,0.290910,0.004336,0.003490,0.034838,2.830739,0.644974,3.998944,0.525476,9.418288,13.114918,2.593254,3.561917,1.265806,1.415508,-0.195762,0.734543,0.073576,0.048095,0.075801,1.969852,0.055504,1.041622,0.553746,8.823688,2.201215,1.812388,2.869939,0.827859,1.263757,-0.004563,0.114212,0.002738,0.000611,0.077601,2.198690,0.024468,1.117198,0.540027,9.259825,2.305853,1.821799,2.890932,0.924453,1.309214,-0.037245,0.322620,0.005535,0.007904,0.075749,2.006168,0.037047,1.041124,0.542690,8.834875,2.160286,1.801774,2.870125,0.810741,1.259353,-0.003698,0.102848,0.003778,0.003214,1
0.004077,0.000111,0.004046,0.000101,0.011756,0.002664,0.005866,0.003508,1424.000000,0.868663,0.912236,0.701478,1.000000,159.781746,0.692224,62.472569,30.949118,77.071952,0.091084,1.724221,0.160377,1.019855,0.587796,7.663469,2.381551,1.817655,2.779513,0.777838,1.223019,-0.030722,0.288434,0.005845,0.002504,0.039103,2.554756,0.596672,3.306222,0.545092,9.942446,10.081420,2.494320,3.505304,1.185239,1.371734,-0.171931,0.696261,0.122706,0.053859,0.098816,1.480773,0.125702,0.844125,0.602849,7.143736,1.906361,1.730185,2.641139,0.655907,1.153220,-0.012580,0.181435,0.002526,0.001535,0.088266,1.738786,0.160164,1.023538,0.568630,7.678980,2.395627,1.833089,2.789054,0.724665,1.206628,-0.025855,0.265818,0.007171,0.010238,0.097606,1.513025,0.109011,0.844587,0.593720,7.157895,1.882742,1.727027,2.647905,0.650757,1.156607,-0.009194,0.155574,0.001865,0.003582,1
0.003989,0.000092,0.003987,0.000095,0.010679,0.002189,0.005330,0.002895,626.000000,0.743579,0.939940,0.674569,1.000000,101.012193,0.755927,35.055475,23.439772,-50.538902,0.046209,3.941509,-0.054069,1.840801,0.438248,8.145283,3.535497,2.026067,3.368528,1.518494,1.541163,-0.026674,0.295887,0.008015,0.003075,0.036554,2.873585,0.565151,3.382499,0.515452,10.179245,10.313154,2.525498,3.541226,1.261164,1.427303,-0.177334,0.707859,0.055858,0.023809,0.065895,2.438786,0.040562,1.275777,0.521259,8.230354,2.644745,1.902567,3.059875,1.007676,1.349047,-0.006508,0.140743,0.002601,0.003059,0.045472,4.006424,-0.046523,1.860442,0.448016,8.173448,3.633728,2.059423,3.387911,1.609563,1.562860,-0.025857,0.292839,0.005797,0.005192,0.065862,2.472849,0.029354,1.282953,0.513813,8.231664,2.622284,1.898504,3.063179,0.998971,1.352061,-0.005853,0.133664,0.002832,0.002191,1
0.003969,0.000092,0.003964,0.000092,0.010401,0.002017,0.006133,0.003157,918.000000,0.823272,0.938650,0.697568,1.000000,126.225397,0.712697,46.069781,26.151404,9.494044,0.051551,3.249395,0.034524,1.710545,0.471521,8.104116,3.480685,2.034139,3.298608,1.290750,1.455116,-0.020447,0.257208,0.004034,0.003779,0.043378,1.625908,0.750174,3.141815,0.578443,9.645278,11.311219,2.548848,3.379665,0.680823,1.177367,-0.247107,0.785530,0.060758,0.052309,0.060229,2.547916,0.067177,1.363105,0.514458,8.473815,2.914794,1.952406,3.132330,1.047793,1.370373,-0.005014,0.125044,0.002710,0.040838,0.049711,3.438642,-0.004054,1.730089,0.462495,8.086162,3.410331,2.028569,3.326797,1.353898,1.483969,-0.015172,0.222973,0.008603,0.006414,0.060835,2.677372,0.021360,1.365563,0.505147,8.475821,2.793528,1.930805,3.132599,1.093806,1.386757,-0.005577,0.131847,0.000596,0.067850,1
0.004143,0.000106,0.004059,0.000105,0.013296,0.004199,0.005275,0.003806,625.000000,0.465616,0.948407,0.718391,1.000000,95.254834,0.847705,30.513170,27.003757,59.660787,0.040189,3.200000,0.226567,2.055774,0.479869,9.457944,5.074400,2.217515,3.469607,1.297147,1.465765,-0.039622,0.362024,0.004766,0.003590,0.032670,2.938318,0.618688,3.756045,0.496251,9.203738,12.457556,2.607372,3.597320,1.196905,1.427525,-0.197801,0.739454,0.150710,0.147292,0.074394,1.865143,0.187034,1.148513,0.564749,9.388389,2.723030,1.908863,2.936202,0.797241,1.242378,-0.020562,0.243322,0.002089,0.001732,0.039964,3.570231,0.128559,2.074030,0.457203,9.469602,4.622242,2.169116,3.479460,1.398160,1.496170,-0.027850,0.306468,0.000707,0.003473,0.072431,1.962310,0.147029,1.150826,0.553076,9.408982,2.638401,1.896307,2.945820,0.821907,1.259237,-0.015708,0.213492,0.000899,0.001330,1
0.004105,0.000101,0.004065,0.000100,0.010701,0.002378,0.004962,0.002726,809.000000,0.750933,0.866167,0.610106,1.000000,122.568542,0.665798,41.849314,27.636399,63.685836,0.038537,3.638728,0.092416,1.943389,0.433543,9.060694,4.369149,2.144719,3.457417,1.301188,1.483695,-0.023923,0.284752,0.004630,0.003210,0.033755,2.910405,0.551937,3.161290,0.510246,9.393064,10.068044,2.513042,3.610274,1.271117,1.422416,-0.133326,0.635774,0.083678,0.037135,0.084102,1.809752,0.125934,1.036240,0.574774,8.389873,2.331225,1.833915,2.849473,0.794693,1.237430,-0.011124,0.177155,0.002201,0.000253,0.039524,3.850407,0.025209,1.881964,0.436359,9.092683,4.028808,2.102421,3.443756,1.434025,1.526819,-0.022539,0.276503,0.002748,0.004358,0.081740,1.803629,0.128876,1.043024,0.569954,8.402463,2.337268,1.838579,2.850218,0.773157,1.230309,-0.010489,0.172289,0.001126,0.001887,1
0.004079,0.000095,0.004042,0.000097,0.012001,0.003261,0.004984,0.003151,671.000000,0.735630,0.930652,0.710053,1.000000,102.911688,0.780915,36.286324,24.579749,8.328263,0.040035,3.700855,0.044964,1.982614,0.418823,7.977778,4.049079,2.100426,3.436222,1.254438,1.475681,-0.019028,0.253367,0.005444,0.001710,0.040485,2.282051,0.653068,3.390722,0.549347,8.835897,10.848284,2.540752,3.497819,1.013059,1.344056,-0.185769,0.715489,0.045726,0.062934,0.067180,2.245111,0.067511,1.206504,0.526707,8.816667,2.570167,1.889115,3.014290,0.906205,1.309007,-0.004722,0.119065,0.001387,0.000797,0.042096,3.741573,0.011078,1.950413,0.463266,8.018727,3.823619,2.074194,3.407016,1.530727,1.528504,-0.021852,0.270162,0.007020,0.001549,0.066573,2.369086,0.021278,1.206587,0.521839,8.831190,2.471962,1.870357,3.020037,0.962950,1.338038,-0.004245,0.113038,0.001150,0.001889,1
0.004039,0.000093,0.004022,0.000097,0.012658,0.002868,0.006026,0.003858,1267.000000,0.857788,0.963498,0.703108,1.000000,144.225397,0.754921,56.700107,29.144071,70.429955,0.056087,2.708484,0.022801,1.383352,0.499667,7.750000,2.833709,1.934812,3.131578,1.082168,1.391019,-0.012422,0.195932,0.004080,0.001495,0.053946,3.402527,0.468822,3.114125,0.544551,11.102888,9.402771,2.413185,3.362374,1.746149,1.467221,-0.151475,0.651083,0.066825,0.014102,0.061795,2.314221,0.073964,1.250678,0.523522,8.265130,2.683875,1.908462,3.025926,0.934466,1.326267,-0.005057,0.123390,0.001559,0.001705,0.056283,2.767465,0.004831,1.375019,0.503375,7.751497,2.789544,1.925010,3.132312,1.143239,1.403022,-0.011317,0.187392,0.005598,0.002052,0.062186,2.330804,0.061470,1.237595,0.523863,8.278653,2.636110,1.901547,3.021489,0.944835,1.331067,-0.003764,0.106528,0.001817,0.001695,1
0.004060,0.000100,0.004033,0.000100,0.012297,0.002980,0.005423,0.003422,616.000000,0.790408,0.974684,0.733333,1.000000,95.254834,0.835498,36.118417,22.125450,-74.220488,0.044772,3.718200,-0.050304,1.791262,0.445957,8.755382,3.358949,2.016500,3.347559,1.412081,1.519141,-0.020586,0.259497,0.004308,0.003539,0.031468,3.849315,0.450051,3.712670,0.471508,9.947162,10.100926,2.515929,3.682856,1.631489,1.543693,-0.112424,0.597466,0.124283,0.071404,0.057451,2.606725,0.078765,1.410926,0.508435,8.254278,3.052425,1.974900,3.167206,1.059759,1.374144,-0.006227,0.140001,0.026980,0.002627,0.044452,3.510204,0.023597,1.816465,0.465177,8.739229,3.671228,2.059679,3.365513,1.404086,1.502394,-0.015932,0.229475,0.006708,0.003921,0.057540,2.710319,0.039066,1.400919,0.503301,8.272326,2.930257,1.953886,3.165359,1.098725,1.396300,-0.005445,0.131032,0.032598,0.002085,1
0.004217,0.000161,0.004108,0.000127,0.013611,0.005476,0.005908,0.004682,1010.000000,0.673266,0.951932,0.690834,1.000000,124.811183,0.801849,42.084833,31.117529,-14.250628,0.064568,1.718062,0.480025,1.676293,0.579305,6.958150,4.888116,2.157164,3.109027,0.748661,1.210101,-0.093487,0.513875,0.013873,0.004035,0.068903,1.345815,0.739676,2.602826,0.648776,5.960352,8.991820,2.359520,3.069028,0.695909,1.123265,-0.253775,0.768814,0.231585,0.207732,0.117985,1.165088,0.381925,0.941313,0.647566,5.741068,2.604715,1.796822,2.578829,0.554968,1.069198,-0.070484,0.414504,0.005186,0.000461,0.057276,2.154762,0.359765,1.718638,0.531811,7.076190,4.572766,2.143224,3.191485,0.870317,1.278710,-0.056216,0.412000,0.002847,0.015810,0.113338,1.260366,0.338969,0.951611,0.627968,5.755239,2.552218,1.796184,2.609672,0.572716,1.088806,-0.054343,0.368349,0.004058,0.005935,1
0.004104,0.000098,0.004081,0.000096,0.011049,0.002018,0.005306,0.003000,559.000000,0.557226,0.922442,0.667861,1.000000,95.012193,0.762024,30.133890,25.021995,10.088248,0.060127,2.604603,0.018086,1.325559,0.497343,7.048117,2.694337,1.885333,3.035134,1.002630,1.356742,-0.034600,0.318527,0.006160,0.006841,0.053282,2.751046,0.536994,2.666918,0.557194,11.228033,8.891515,2.373708,3.336909,1.393187,1.385448,-0.157736,0.665766,0.031269,0.041319,0.072389,2.034420,0.068944,1.099190,0.543746,7.716587,2.334910,1.839847,2.904915,0.830936,1.273847,-0.006794,0.140205,0.003132,0.005100,0.062411,2.320000,0.102453,1.234912,0.518145,7.025882,2.839330,1.919885,3.015284,0.913683,1.311059,-0.032793,0.310978,0.001776,0.006618,0.072925,2.029897,0.071891,1.089642,0.544694,7.722499,2.342311,1.839917,2.906588,0.833267,1.272395,-0.005547,0.126686,0.001719,0.003722,1
0.004073,0.000097,0.004050,0.000098,0.011983,0.002687,0.005388,0.003406,1106.000000,0.874867,0.940476,0.573949,1.000000,141.539105,0.684064,55.783657,27.019593,-47.672327,0.051303,3.327818,0.024725,1.704383,0.478224,9.280248,3.496435,2.040897,3.313082,1.361443,1.489852,-0.014827,0.219766,0.005766,0.005032,0.048627,2.167528,0.561352,2.446971,0.568381,9.389866,7.714603,2.411646,3.324921,1.019728,1.307692,-0.183179,0.699276,0.093815,0.081563,0.066033,2.263102,0.057119,1.189532,0.525736,7.648128,2.537149,1.883035,3.011281,0.911540,1.313703,-0.003527,0.103010,0.002799,0.001394,0.051722,3.275941,0.044350,1.688796,0.483753,9.289624,3.578604,2.043417,3.304745,1.369211,1.475997,-0.022179,0.267858,0.004431,0.007948,0.066988,2.263730,0.061559,1.195156,0.535404,7.656285,2.560629,1.887573,3.015506,0.953452,1.321924,-0.003980,0.109489,0.003250,0.003292,1
0.004066,0.000097,0.004039,0.000097,0.010497,0.002081,0.005106,0.002793,1009.000000,0.721406,0.848612,0.680837,1.000000,147.296465,0.576553,46.312540,32.071998,30.738158,0.047804,3.274533,0.026722,1.623132,0.468533,8.578271,3.454154,2.034059,3.320802,1.279706,1.468122,-0.017566,0.240306,0.004517,0.008310,0.037667,2.612150,0.533267,2.838118,0.532190,9.219626,8.573260,2.470500,3.553780,1.169906,1.385546,-0.121646,0.608288,0.086366,0.044422,0.061844,2.339759,0.058477,1.244490,0.515548,9.313668,2.630390,1.900751,3.031912,0.917554,1.321705,-0.003868,0.108102,0.001317,0.001342,0.047289,3.205263,0.059823,1.594425,0.474902,8.615789,3.610277,2.056447,3.339721,1.267306,1.464337,-0.010616,0.188946,0.002867,0.010017,0.062242,2.238516,0.096754,1.239287,0.528462,9.319358,2.718071,1.917557,3.026614,0.904803,1.311495,-0.005568,0.129460,0.003487,0.002186,1
0.004092,0.000098,0.004085,0.000101,0.011553,0.002155,0.005517,0.003244,1104.000000,0.615529,0.968421,0.726316,1.000000,125.639610,0.865047,42.748015,33.690310,45.562123,0.049150,3.319106,0.017776,1.701689,0.467507,8.847561,3.438144,2.033337,3.325199,1.300627,1.470365,-0.013830,0.213010,0.003880,0.004302,0.057241,2.308943,0.485191,2.327450,0.552117,10.723577,6.651233,2.301352,3.254727,1.050169,1.339311,-0.109069,0.560775,0.126812,0.032106,0.078302,1.965012,0.065857,1.049363,0.553191,7.904027,2.241962,1.820854,2.875400,0.822252,1.261349,-0.005180,0.121792,0.001480,0.001911,0.049539,3.421460,-0.002743,1.710975,0.471285,8.852876,3.397602,2.026978,3.340152,1.381998,1.493515,-0.009648,0.178676,0.006172,0.008638,0.078978,2.014765,0.044413,1.052605,0.555563,7.916464,2.201962,1.811227,2.879921,0.864266,1.278411,-0.003837,0.104954,0.002474,0.003472,1
0.004047,0.000092,0.004031,0.000097,0.010692,0.001943,0.004876,0.002684,792.000000,0.878251,0.924154,0.563300,1.000000,121.053824,0.668086,47.251251,22.595536,-40.635461,0.044926,3.339706,0.021680,1.711711,0.458760,7.475000,3.487610,2.031022,3.314482,1.258475,1.472727,-0.019427,0.250977,0.005887,0.002627,0.059074,2.325000,0.414757,2.084600,0.536060,9.422059,5.608631,2.233990,3.199064,0.992333,1.327001,-0.094253,0.522150,0.105149,0.138272,0.089519,1.691688,0.066454,0.902324,0.578107,9.203986,1.932520,1.747012,2.729049,0.725327,1.201051,-0.005707,0.124582,0.002738,0.002323,0.045041,3.501645,-0.016638,1.730090,0.442542,7.465461,3.386965,2.015062,3.310991,1.256576,1.482719,-0.025449,0.286060,0.002627,0.003618,0.089594,1.705844,0.054889,0.894494,0.572708,9.219903,1.903971,1.738794,2.727711,0.715924,1.199198,-0.003540,0.098276,0.000984,0.001807,1
0.004084,0.000099,0.004067,0.000098,0.012223,0.002768,0.005705,0.003635,1362.000000,0.913377,0.901987,0.711599,1.000000,165.539105,0.617099,67.977150,27.674506,1.903395,0.065093,2.310317,0.066547,1.242363,0.528228,8.030952,2.639518,1.899972,3.033453,0.951058,1.326147,-0.008471,0.159707,0.004695,0.005696,0.049505,1.352381,0.776267,2.996863,0.617983,9.893651,10.734722,2.522432,3.291461,0.609501,1.119316,-0.265578,0.797173,0.005962,0.028213,0.064086,2.324795,0.055689,1.225287,0.522260,8.031255,2.598991,1.895676,3.040336,0.937052,1.325174,-0.002479,0.086766,0.001904,0.000538,0.063615,2.442114,0.019306,1.231520,0.517956,8.039430,2.537875,1.879827,3.032344,0.992837,1.347253,-0.012850,0.196439,0.002103,0.001388,0.063943,2.406967,0.021629,1.228228,0.518856,8.043421,2.513386,1.878722,3.039916,0.975434,1.342374,-0.002347,0.084382,0.001059,0.002558,1
0.004096,0.000097,0.004086,0.000099,0.009898,0.001717,0.005274,0.002562,908.000000,0.835574,0.850187,0.586563,1.000000,133.740115,0.628495,49.925676,27.428099,53.789695,0.060110,2.522407,0.065398,1.355372,0.510933,7.795134,2.874803,1.935745,3.080135,1.024056,1.351857,-0.023296,0.264664,0.001383,0.004031,0.033443,2.512164,0.591643,3.106359,0.524310,9.933419,9.790701,2.519568,3.599121,1.069704,1.362020,-0.142064,0.651290,0.035579,0.198334,0.063878,2.333004,0.076224,1.258588,0.524369,8.019763,2.717989,1.917943,3.046675,0.951450,1.329929,-0.004864,0.121488,0.000764,0.002150,0.059783,2.723099,-0.009224,1.390629,0.497170,7.796270,2.670115,1.902749,3.081022,1.077934,1.388963,-0.022339,0.260426,0.005637,0.002061,0.065575,2.439112,0.033977,1.257930,0.522406,8.031992,2.610432,1.894992,3.045600,1.007274,1.350122,-0.005708,0.131537,0.002386,0.001905,1
0.004112,0.000099,0.004080,0.000101,0.012112,0.002949,0.005469,0.003536,737.000000,0.838370,0.914392,0.603604,1.000000,116.911688,0.666137,42.371892,23.097004,-44.066921,0.039511,3.657233,0.090077,1.971540,0.438395,8.081761,4.367529,2.148678,3.463386,1.321526,1.501798,-0.023756,0.283408,0.001938,0.004944,0.050339,1.718553,0.714291,3.114896,0.559369,9.306604,10.017629,2.488022,3.315823,0.677255,1.186780,-0.241381,0.776294,0.141205,0.037214,0.064675,2.217998,0.072827,1.191144,0.529770,8.942287,2.565323,1.886216,2.993804,0.898893,1.306434,-0.006418,0.138267,0.002592,0.001933,0.041316,3.699301,0.074961,1.930666,0.463388,8.034965,4.264512,2.130748,3.454487,1.491063,1.537018,-0.022936,0.278657,0.008148,0.001879,0.064794,2.224472,0.065327,1.181209,0.529052,8.948945,2.531050,1.878626,2.987138,0.899938,1.304032,-0.006596,0.140063,0.002040,0.000966,1
0.004192,0.000163,0.004100,0.000126,0.014233,0.003736,0.006251,0.004572,1206.000000,0.488670,0.941452,0.701163,1.000000,134.710678,0.822866,42.668026,37.226513,-88.834797,0.055259,1.796657,0.528033,1.883588,0.561904,6.431755,5.810802,2.202242,3.188495,0.740171,1.219383,-0.113130,0.563957,0.003307,0.002373,0.047745,2.296193,0.620650,2.887901,0.577504,10.337047,9.777764,2.485589,3.377133,1.138121,1.349230,-0.186907,0.709810,0.155235,0.052030,0.133487,1.087331,0.353092,0.840035,0.650531,6.491754,2.274295,1.699637,2.455973,0.504409,1.033172,-0.066441,0.394147,0.001259,0.002698,0.052414,2.139253,0.452414,1.934152,0.540304,6.538850,5.659187,2.189221,3.255473,0.889189,1.288920,-0.091221,0.517279,0.012836,0.002117,0.134202,1.132484,0.332577,0.848872,0.651467,6.509463,2.261112,1.701401,2.473447,0.540493,1.057912,-0.058585,0.372459,0.002793,0.002387,1
0.004124,0.000105,0.004099,0.000106,0.012425,0.002819,0.005417,0.003340,311.000000,0.691261,0.928358,0.654737,1.000000,69.941125,0.776558,23.846851,17.231850,-86.396937,0.042301,4.309322,-0.039356,2.135216,0.437845,9.216102,3.982961,2.066138,3.423820,1.703013,1.580272,-0.062805,0.448043,0.005000,0.005582,0.038459,4.478814,0.335039,2.682993,0.385296,10.283898,8.482961,2.400302,3.503869,1.445903,1.543814,-0.152851,0.672874,0.018233,0.021442,0.126156,1.364045,0.068670,0.723609,0.626985,6.140449,1.564544,1.624013,2.467806,0.648215,1.120815,-0.009199,0.150477,0.002199,0.001816,0.043006,4.632979,-0.112940,2.155727,0.407955,9.069149,3.681389,2.028221,3.411831,1.681162,1.607173,-0.065070,0.454618,0.013484,0.004540,0.124706,1.426515,0.023417,0.729355,0.621572,6.142771,1.492514,1.609283,2.464456,0.680317,1.137586,-0.007098,0.131971,0.001965,0.004225,1
0.004092,0.000097,0.004096,0.000104,0.009777,0.001473,0.005277,0.002498,899.000000,0.885331,0.934511,0.705651,1.000000,125.740115,0.703301,50.715599,23.580839,-85.440692,0.057580,2.489362,0.075868,1.306134,0.518215,7.718085,2.893928,1.933433,3.088400,1.025004,1.364400,-0.016190,0.222771,0.005284,0.002931,0.042486,2.288564,0.574260,2.776283,0.551622,9.522606,8.347893,2.433231,3.437152,1.055637,1.314073,-0.158901,0.671855,0.056845,0.079342,0.060619,2.376756,0.123341,1.359068,0.525474,8.337420,3.045535,1.970867,3.123143,0.984778,1.339228,-0.009612,0.172449,0.000962,0.002588,0.058356,2.584098,0.047202,1.312179,0.493056,7.740061,2.834572,1.929285,3.074969,0.973450,1.342771,-0.028253,0.291731,0.001738,0.003118,0.059512,2.507919,0.078969,1.372142,0.514836,8.364564,2.937697,1.955541,3.134371,1.023774,1.359725,-0.005077,0.125963,0.003264,0.002502,1
